//X Y Z Nx Ny Nz
169338.28125000 5618.49023438 5219.98681641 -0.226641 -0.869041 0.439774
169185.85937500 5889.42236328 5678.34082031 -0.226641 -0.869041 0.439774
169391.78125000 7372.33544922 8711.50585938 -0.246492 -0.863477 0.440056
168888.70312500 6624.44433594 6962.68066406 -0.246492 -0.863477 0.440056
168908.93750000 6382.21044922 6498.35351563 -0.246492 -0.863477 0.440056
168909.64062500 7588.57763672 8867.32812500 -0.246492 -0.863477 0.440056
171354.04687500 4281.23437500 3643.57275391 -0.242381 -0.868658 0.432071
171897.39062500 4005.52783203 3392.29150391 -0.242381 -0.868658 0.432071
171487.31250000 3501.07958984 2149.26000977 -0.242381 -0.868658 0.432071
170670.95312500 4323.14208984 3346.79858398 -0.242381 -0.868658 0.432071
171929.06250000 4065.40844727 3530.35791016 -0.242381 -0.868658 0.432071
171300.21875000 4731.27490234 4518.43798828 -0.242381 -0.868658 0.432071
172046.59375000 3506.01220703 2471.15673828 -0.242381 -0.868658 0.432071
171392.64062500 3108.78125000 1307.66455078 -0.242381 -0.868658 0.432071
172485.92187500 4077.72460938 3865.74511719 -0.242381 -0.868658 0.432071
181753.17187500 409.35263062 -5691.98925781 -0.192710 -0.211316 0.958232
183376.84375000 659.47387695 -5174.96289063 -0.288023 -0.477962 0.829817
183873.34375000 1103.82116699 -4577.63037109 -0.347134 -0.705677 0.617671
184644.60937500 943.34912109 -4292.98974609 -0.352353 -0.786761 0.506809
184905.87500000 917.22167969 -4097.18359375 -0.360475 -0.835862 0.413996
184299.46875000 1160.28344727 -4146.61181641 -0.373232 -0.847971 0.376355
185620.15625000 874.28833008 -3295.09667969 -0.368314 -0.904043 0.216912
186100.25000000 734.94482422 -2614.91259766 -0.337548 -0.940219 0.045265
184724.12500000 1218.32189941 -2555.18261719 -0.312465 -0.945306 -0.093608
186258.82812500 658.24536133 -2049.69287109 -0.306163 -0.947397 -0.093294
177622.35937500 5454.73632813 11116.44433594 -0.375552 -0.887260 0.267824
177407.82812500 5710.86425781 11680.65917969 -0.385218 -0.887934 0.251358
176828.28125000 6080.37304688 12103.19042969 -0.392885 -0.888068 0.238696
177911.59375000 5854.67968750 13453.54980469 -0.429405 -0.883725 0.186124
178043.15625000 5406.00683594 11635.85156250 -0.429405 -0.883725 0.186124
178572.56250000 5134.35351563 11566.57910156 -0.429405 -0.883725 0.186124
184202.23437500 3272.81689453 14193.49121094 -0.356531 -0.934136 0.016613
183946.89062500 3327.95922852 14765.36230469 -0.383138 -0.923427 -0.022079
183200.37500000 3430.54003906 15961.17187500 -0.388830 -0.881247 -0.268728
183149.84375000 3421.91918945 16112.74804688 -0.463348 -0.872954 -0.152513
183682.59375000 3104.18359375 16333.05957031 -0.407884 -0.866180 -0.288727
183080.56250000 3293.21508789 16552.83007813 -0.386261 -0.846020 -0.367495
183003.73437500 3138.52929688 16989.72070313 -0.432166 -0.791495 -0.432166
182416.76562500 2999.07543945 17577.16210938 -0.517151 -0.513804 -0.684514
183730.56250000 2663.96020508 17029.62695313 -0.472155 -0.748539 -0.465575
183499.68750000 2287.79077148 17509.48632813 -0.428441 -0.325615 -0.842860
182660.29687500 3099.32885742 17331.11523438 -0.371282 -0.580640 -0.724573
183887.89062500 1163.75244141 17840.64843750 -0.339889 -0.321761 -0.883711
184899.64062500 1777.98742676 17129.11718750 -0.417169 -0.502238 -0.757448
184158.75000000 1963.00500488 17405.55078125 -0.379228 -0.576229 -0.723980
28716.02148438 638.98010254 -2237.13623047 0.118496 -0.044013 0.991979
26435.40820313 333.41473389 -1976.89599609 0.118496 -0.044013 0.991979
26683.06054688 913.08837891 -1980.90368652 0.118496 -0.044013 0.991979
26307.83593750 91.60961914 -1972.31103516 0.118496 -0.044013 0.991979
26705.90429688 454.61096191 -2003.99230957 0.118496 -0.044013 0.991979
26902.25781250 1465.79858398 -1982.69165039 0.118496 -0.044013 0.991979
24732.14453125 1304.53930664 -1737.42993164 0.112808 -0.036858 0.992933
25739.53320313 1368.39086914 -1850.58679199 0.112808 -0.036858 0.992933
25905.37109375 1344.63525391 -1870.47998047 0.112808 -0.036858 0.992933
24902.69140625 348.14074707 -1792.29699707 0.112808 -0.036858 0.992933
24811.44726563 2594.75000000 -1698.43164063 0.112808 -0.036858 0.992933
26029.41992188 2656.77490234 -1835.77697754 0.112808 -0.036858 0.992933
9355.18359375 6509.53271484 837.63464355 0.158224 -0.881119 0.445640
9903.78710938 6493.20312500 608.78552246 0.158224 -0.881119 0.445640
9882.98632813 6522.27490234 673.78137207 0.158224 -0.881119 0.445640
8429.06445313 6594.80224609 1732.05334473 0.184445 -0.968657 0.166387
8729.10839844 6591.60888672 1383.59313965 0.184445 -0.968657 0.166387
7406.12500000 6451.52392578 2025.89855957 0.184445 -0.968657 0.166387
2907.93701172 5737.01708984 2828.11425781 0.184445 -0.968657 0.166387
16198.04882813 7355.81347656 61.07237244 0.168477 -0.833439 0.526304
13394.22460938 7165.21289063 651.77319336 0.168477 -0.833439 0.526304
9558.18261719 6737.30712891 1370.45593262 0.150369 -0.974241 0.168060
14914.42089844 7462.77636719 754.98962402 0.150369 -0.974241 0.168060
12547.11621094 7125.99072266 933.34155273 0.150369 -0.974241 0.168060
2075.80273438 5559.67138672 1538.61621094 0.158224 -0.881119 0.445640
8154.91162109 6392.75976563 1032.29016113 0.158224 -0.881119 0.445640
8486.45410156 6392.87548828 914.97241211 0.158224 -0.881119 0.445640
1564.86865234 5523.56347656 2170.20385742 0.145462 -0.989363 0.001110
2656.26611328 5683.80322266 1949.42065430 0.145462 -0.989363 0.001110
5056.68994141 6037.10009766 1944.84179688 0.145462 -0.989363 0.001110
1833.88745117 5564.18017578 2737.91235352 0.145462 -0.989363 0.001110
1826.50830078 5563.23339844 2815.47900391 0.145462 -0.989363 0.001110
3599.83935547 5822.57373047 1888.90454102 0.145462 -0.989363 0.001110
24.02343750 5298.33300781 3036.56909180 0.145462 -0.989363 0.001110
7018.89501953 6325.21972656 1563.42370605 0.145462 -0.989363 0.001110
5677.86718750 6128.27978516 1807.11840820 0.145462 -0.989363 0.001110
17743.20507813 6344.70751953 -705.05572510 0.115666 -0.253425 0.960415
19804.76367188 5926.32617188 -1001.34381104 0.101768 -0.172883 0.979671
20068.86914063 6310.99023438 -960.90222168 0.101768 -0.172883 0.979671
18831.92382813 6438.68261719 -810.28155518 0.101324 -0.169687 0.980276
17530.41992188 6603.67480469 -610.07336426 0.113769 -0.270691 0.955920
19021.60351563 6706.05175781 -761.03887939 0.130936 -0.234648 0.963222
21975.27734375 5894.80664063 -1230.09826660 0.105172 -0.088992 0.990464
24553.83789063 5800.81347656 -1498.40539551 0.098910 -0.071625 0.992515
23399.36523438 5211.05273438 -1426.40185547 0.098910 -0.071625 0.992515
23599.60156250 6038.72509766 -1386.01635742 0.098910 -0.071625 0.992515
25074.14257813 6406.39257813 -1506.08898926 0.098910 -0.071625 0.992515
26313.14062500 6908.21728516 -1588.42468262 0.093574 -0.068771 0.993234
25944.86523438 6640.36279297 -1572.37243652 0.093574 -0.068771 0.993234
7130.74316406 6460.50341797 7188.69921875 0.155700 -0.987615 0.019320
9475.73242188 6837.46484375 7475.53173828 0.155700 -0.987615 0.019320
6620.63378906 6376.93017578 7043.47265625 0.155700 -0.987615 0.019320
10369.61914063 6972.10937500 7108.07275391 0.155700 -0.987615 0.019320
9360.22851563 6802.11572266 6577.17675781 0.155700 -0.987615 0.019320
7810.40234375 6564.41601563 6990.26904297 0.155700 -0.987615 0.019320
7249.30468750 6475.84033203 7007.06201172 0.155700 -0.987615 0.019320
10863.28515625 7044.57910156 6805.49755859 0.155700 -0.987615 0.019320
8866.46582031 6741.82031250 4690.13916016 0.151796 -0.988360 -0.010120
10417.71777344 6967.90185547 5956.54785156 0.151796 -0.988360 -0.010120
13482.67968750 7444.95849609 5424.73242188 0.151796 -0.988360 -0.010120
14247.29785156 7561.18652344 5570.18994141 0.151796 -0.988360 -0.010120
13395.41992188 7428.57714844 5719.61328125 0.151796 -0.988360 -0.010120
8930.80273438 6743.54150391 5507.56005859 0.151796 -0.988360 -0.010120
10749.62109375 7020.58886719 5796.37597656 0.151796 -0.988360 -0.010120
10370.52343750 6969.95019531 5026.09960938 0.151796 -0.988360 -0.010120
9217.51757813 6796.43554688 4631.75000000 0.151796 -0.988360 -0.010120
11746.23242188 7182.00683594 4994.26562500 0.151796 -0.988360 -0.010120
13512.85351563 7453.44873047 5040.43701172 0.151796 -0.988360 -0.010120
8081.88769531 6610.56542969 5739.15234375 0.151796 -0.988360 -0.010120
6793.02246094 6406.68505859 6289.54443359 0.151796 -0.988360 -0.010120
9121.26562500 6770.85302734 5707.66113281 0.151796 -0.988360 -0.010120
10518.98632813 6995.73144531 4733.20751953 0.151796 -0.988360 -0.010120
6000.94580078 6283.57031250 7377.28906250 0.157685 -0.987489 0.001118
2408.86499023 5691.23193359 9145.58593750 0.160928 -0.986950 -0.005627
8304.52246094 6651.68554688 8367.56738281 0.160928 -0.986950 -0.005627
5002.43750000 6119.05517578 7880.94287109 0.160928 -0.986950 -0.005627
3567.97900391 5882.21826172 8617.91894531 0.160928 -0.986950 -0.005627
2977.51245117 5787.24609375 8483.75976563 0.160928 -0.986950 -0.005627
4104.97656250 5971.75683594 8189.52832031 0.160928 -0.986950 -0.005627
5156.23730469 6142.49804688 8140.79296875 0.160928 -0.986950 -0.005627
5751.08789063 6242.13769531 7587.23046875 0.160928 -0.986950 -0.005627
6418.51318359 6344.46435547 8612.03125000 0.160928 -0.986950 -0.005627
1614.09619141 5562.91210938 7789.09277344 0.162760 -0.986665 -0.001122
4436.33886719 6029.86035156 7118.24609375 0.162760 -0.986665 -0.001122
3068.56274414 5803.55664063 8004.94775391 0.162760 -0.986665 -0.001122
1429.43823242 5532.36083984 7102.08203125 0.162760 -0.986665 -0.001122
2820.84130859 5762.57470703 5753.56054688 0.162760 -0.986665 -0.001122
1838.51342773 5600.04785156 4893.39648438 0.162760 -0.986665 -0.001122
815.78588867 5430.83593750 4593.04785156 0.162760 -0.986665 -0.001122
2692.49511719 5741.33740234 6998.56738281 0.162760 -0.986665 -0.001122
593.82641602 5394.10986328 5740.54003906 0.162760 -0.986665 -0.001122
377.60357666 5358.32910156 8675.67871094 0.162760 -0.986665 -0.001122
607.15405273 5396.31591797 5129.93359375 0.162760 -0.986665 -0.001122
189.01171875 5327.12890625 7451.13574219 0.162760 -0.986665 -0.001122
352.49023438 5354.18017578 5653.27294922 0.162760 -0.986665 -0.001122
1551.33300781 5552.52587891 8546.24023438 0.162760 -0.986665 -0.001122
1824.16979980 5597.66943359 7466.09716797 0.162760 -0.986665 -0.001122
1281.94372559 5507.95605469 7832.09814453 0.162760 -0.986665 -0.001122
469.29766846 5373.49902344 9306.00000000 0.162760 -0.986665 -0.001122
515.45654297 5381.14599609 4323.99121094 0.162760 -0.986665 -0.001122
3240.08691406 5827.92919922 4710.67675781 0.160573 -0.987018 0.003369
6813.42675781 6408.22949219 4118.41894531 0.160573 -0.987018 0.003369
6945.47460938 6434.13818359 5436.71435547 0.160573 -0.987018 0.003369
2831.37646484 5761.59423828 4789.79980469 0.160573 -0.987018 0.003369
4746.59521484 6077.84228516 6039.93994141 0.160573 -0.987018 0.003369
7728.30078125 6558.61376953 4510.48046875 0.160573 -0.987018 0.003369
1893.29272461 5606.81933594 4215.02929688 0.160573 -0.987018 0.003369
5113.50585938 6137.77880859 6084.61621094 0.160573 -0.987018 0.003369
4499.81835938 6031.94433594 4333.15429688 0.160573 -0.987018 0.003369
1603.31250000 5558.76757813 3975.02270508 0.160573 -0.987018 0.003369
5116.86718750 6138.50341797 6137.66113281 0.160573 -0.987018 0.003369
2710.94238281 5742.65966797 4996.88916016 0.160573 -0.987018 0.003369
5294.82763672 6167.17626953 6039.95312500 0.160573 -0.987018 0.003369
4529.98681641 6036.02880859 4083.60791016 0.160573 -0.987018 0.003369
5067.57421875 6123.12402344 3932.17065430 0.160573 -0.987018 0.003369
4483.11035156 6030.29150391 4654.36962891 0.160573 -0.987018 0.003369
5645.09716797 6220.86669922 5023.67773438 0.160573 -0.987018 0.003369
26349.41015625 7728.53906250 -1408.44323730 0.149105 -0.275374 0.949704
24780.59765625 7899.65478516 -1096.40832520 0.158344 -0.282853 0.946003
26054.54882813 8040.25781250 -1268.11694336 0.158344 -0.282853 0.946003
29296.53515625 1602.24084473 -2274.39013672 0.124929 -0.034890 0.991552
33166.89062500 2593.92895508 -2729.13281250 0.124929 -0.034890 0.991552
28509.26953125 1576.26904297 -2175.72412109 0.124929 -0.034890 0.991552
27479.91406250 1950.94470215 -2032.37768555 0.124929 -0.034890 0.991552
31854.21875000 2142.98950195 -2578.92358398 0.124929 -0.034890 0.991552
28927.86132813 1962.99597168 -2215.09863281 0.124929 -0.034890 0.991552
31781.81054688 1502.71374512 -2592.23339844 0.124929 -0.034890 0.991552
34338.10546875 2791.54736328 -2870.33935547 0.124929 -0.034890 0.991552
31888.90429688 2318.73364258 -2577.14331055 0.124929 -0.034890 0.991552
32768.39062500 2711.72924805 -2674.59448242 0.124929 -0.034890 0.991552
31044.61132813 1636.27001953 -2494.30175781 0.124929 -0.034890 0.991552
29419.14062500 2086.17773438 -2272.91552734 0.124929 -0.034890 0.991552
29272.30664063 5166.68212891 -2140.26806641 0.120205 -0.039319 0.991970
27199.39843750 4992.55371094 -1897.83825684 0.120462 -0.041655 0.991844
24565.04882813 4587.97070313 -1597.37377930 0.120462 -0.041655 0.991844
30386.26953125 3876.47631836 -2316.95092773 0.128808 -0.046736 0.990568
34393.17187500 4241.07470703 -2815.89111328 0.128808 -0.046736 0.990568
28254.86328125 2622.82397461 -2102.57446289 0.128808 -0.046736 0.990568
32555.64453125 3306.23168945 -2624.04443359 0.128808 -0.046736 0.990568
31844.85351563 3524.42358398 -2521.91650391 0.128808 -0.046736 0.990568
33152.94921875 3304.06982422 -2701.14184570 0.128808 -0.046736 0.990568
32718.46484375 4773.90478516 -2574.36206055 0.128808 -0.046736 0.990568
30790.22851563 4025.06054688 -2361.86743164 0.128808 -0.046736 0.990568
33479.14062500 4485.77929688 -2686.28808594 0.128808 -0.046736 0.990568
33945.50000000 4113.83789063 -2764.31152344 0.128808 -0.046736 0.990568
34221.85937500 3924.66601563 -2809.04394531 0.128808 -0.046736 0.990568
31051.63867188 3609.53930664 -2415.57128906 0.128808 -0.046736 0.990568
27712.34179688 3555.37939453 -2006.48022461 0.116982 -0.030081 0.992678
26086.78515625 3177.80810547 -1825.51989746 0.116982 -0.030081 0.992678
31305.33593750 4747.74169922 -2395.30297852 0.116982 -0.030081 0.992678
29507.68750000 3770.60937500 -2212.63354492 0.116982 -0.030081 0.992678
28573.65625000 3937.01489258 -2096.70190430 0.116982 -0.030081 0.992678
26420.04882813 2613.94067383 -1882.61499023 0.116982 -0.030081 0.992678
26523.59960938 2702.94897461 -1892.11718750 0.116982 -0.030081 0.992678
27014.67968750 3916.44482422 -1912.50366211 0.116982 -0.030081 0.992678
24893.72265625 4113.65771484 -1654.88391113 0.116982 -0.030081 0.992678
27736.20117188 3050.73974609 -2025.04443359 0.116982 -0.030081 0.992678
29240.93359375 4456.45166016 -2159.62084961 0.116982 -0.030081 0.992678
27084.02539063 3895.35644531 -1921.38317871 0.116982 -0.030081 0.992678
31145.45117188 4696.78515625 -2377.93530273 0.116982 -0.030081 0.992678
27933.89453125 6826.60839844 -1792.28588867 0.127823 -0.111099 0.985555
27624.33984375 6907.72412109 -1743.29797363 0.127823 -0.111099 0.985555
26177.30859375 5048.53906250 -1763.93701172 0.127823 -0.111099 0.985555
30617.03906250 6131.93066406 -2215.96484375 0.127823 -0.111099 0.985555
27206.50000000 6929.88476563 -1686.91259766 0.127823 -0.111099 0.985555
26052.80078125 5713.38623047 -1673.72387695 0.127823 -0.111099 0.985555
25103.51757813 5005.32373047 -1630.20654297 0.127823 -0.111099 0.985555
27684.70507813 5395.93164063 -1919.69152832 0.127823 -0.111099 0.985555
27269.51562500 6216.69775391 -1774.58300781 0.127823 -0.111099 0.985555
26290.67578125 5509.60595703 -1727.14355469 0.127823 -0.111099 0.985555
25481.38671875 5030.64941406 -1676.13806152 0.127823 -0.111099 0.985555
27834.66210938 6630.22021484 -1801.38464355 0.127823 -0.111099 0.985555
29618.62695313 6825.94970703 -2010.54382324 0.142491 -0.056765 0.988167
31906.48242188 6330.39355469 -2369.53833008 0.140826 -0.061684 0.988111
28470.91796875 7219.23291016 -1820.97961426 0.130207 -0.108705 0.985510
32537.43750000 6281.25292969 -2462.00415039 0.130207 -0.108705 0.985510
28907.27148438 7381.08886719 -1861.00720215 0.130207 -0.108705 0.985510
30541.93554688 6970.72314453 -2122.33691406 0.130207 -0.108705 0.985510
17653.05859375 8071.93554688 3040.70483398 0.138020 -0.990429 0.001104
17201.09960938 8009.63134766 3292.62841797 0.138020 -0.990429 0.001104
16949.70117188 7973.94091797 2834.27246094 0.138020 -0.990429 0.001104
17367.25390625 8031.69140625 2714.73388672 0.138020 -0.990429 0.001104
19171.88867188 8274.73437500 2451.10351563 0.136139 -0.989579 0.046905
21870.68554688 8657.17480469 2758.11547852 0.138622 -0.990315 0.007763
23129.34375000 8820.91015625 3183.65966797 0.124164 -0.992212 0.009889
24563.48242188 9004.02539063 3580.50048828 0.124164 -0.992212 0.009889
23312.86914063 8843.54980469 3156.16699219 0.124164 -0.992212 0.009889
19373.26953125 8307.75000000 4423.73925781 0.133973 -0.990955 -0.007750
21965.08007813 8669.47753906 3267.78930664 0.133973 -0.990955 -0.007750
17693.59960938 8078.35937500 4542.07568359 0.133973 -0.990955 -0.007750
20738.83203125 8501.52148438 3415.52490234 0.133973 -0.990955 -0.007750
19626.48437500 8343.86718750 4213.31787109 0.133973 -0.990955 -0.007750
19745.94921875 8363.71289063 3331.31689453 0.137718 -0.990471 0.001102
17035.56640625 7987.53076172 3813.29003906 0.137718 -0.990471 0.001102
17594.41406250 8065.44531250 4219.44970703 0.137718 -0.990471 0.001102
18733.70117188 8223.49121094 4073.02441406 0.137718 -0.990471 0.001102
24617.53125000 8974.37500000 1362.72338867 0.149976 -0.986062 0.072036
23471.69726563 8853.17578125 2071.50854492 0.149976 -0.986062 0.072036
25035.27734375 9059.97949219 3143.95239258 0.125512 -0.992091 0.001091
23994.57617188 8928.35644531 2399.85864258 0.125512 -0.992091 0.001091
25550.58984375 9124.30664063 2255.00683594 0.125512 -0.992091 0.001091
25798.96484375 9156.02343750 2881.77148438 0.125512 -0.992091 0.001091
28242.04296875 9435.33496094 1909.05590820 0.114497 -0.993394 0.007633
26571.34960938 9244.24902344 2311.83862305 0.114497 -0.993394 0.007633
25930.78906250 9172.27539063 2615.51245117 0.114497 -0.993394 0.007633
26488.25000000 9240.34667969 2980.01367188 0.114497 -0.993394 0.007633
31501.18359375 9744.84375000 979.94750977 0.111194 -0.989039 0.097148
31178.97460938 9693.28027344 827.67297363 0.111194 -0.989039 0.097148
30262.18164063 9565.81835938 588.54260254 0.111194 -0.989039 0.097148
30592.79101563 9670.32421875 1265.00512695 0.111194 -0.989039 0.097148
29279.72460938 9549.61523438 3373.92236328 0.107564 -0.994150 0.009779
31200.04101563 9751.46289063 2539.95678711 0.107564 -0.994150 0.009779
30856.95117188 9720.66601563 3247.48022461 0.107564 -0.994150 0.009779
29716.94531250 9597.30664063 3367.94946289 0.107564 -0.994150 0.009779
30500.50781250 9688.36914063 3950.61328125 0.107564 -0.994150 0.009779
30487.15039063 9675.01660156 2688.99609375 0.107564 -0.994150 0.009779
30393.44531250 9676.62207031 3944.83032227 0.107564 -0.994150 0.009779
31137.36132813 9756.50097656 3800.40942383 0.107564 -0.994150 0.009779
29967.51953125 9633.01660156 4253.37988281 0.107564 -0.994150 0.009779
30277.70117188 9648.06738281 1404.12988281 0.105634 -0.994271 0.016335
31547.95898438 9781.53222656 1391.27697754 0.105634 -0.994271 0.016335
35134.05468750 10004.73046875 -274.04248047 0.075598 -0.995919 0.049303
33446.17968750 9941.95605469 1034.89099121 0.075598 -0.995919 0.049303
31948.56250000 9831.64550781 1942.65258789 0.106419 -0.994321 -0.001075
32430.75000000 9882.89062500 2212.67456055 0.106419 -0.994321 -0.001075
28279.95507813 9438.39648438 2892.14355469 0.106419 -0.994321 -0.001075
28609.33203125 9474.68750000 1928.66235352 0.106419 -0.994321 -0.001075
28265.20898438 9437.17285156 2577.85791016 0.106419 -0.994321 -0.001075
27931.48046875 9401.25878906 2789.43725586 0.106419 -0.994321 -0.001075
31499.30273438 9799.69628906 5273.43115234 0.101947 -0.994789 0.001073
32643.66992188 9915.59179688 5123.43261719 0.101947 -0.994789 0.001073
32842.91406250 9933.84375000 4103.56005859 0.101947 -0.994789 0.001073
32986.72656250 9948.14746094 3949.73681641 0.101947 -0.994789 0.001073
31800.54687500 9829.11523438 4671.40478516 0.101947 -0.994789 0.001073
32967.19921875 9945.51074219 3496.36083984 0.099610 -0.995026 0.001071
32602.36523438 9907.82714844 3027.94628906 0.099610 -0.995026 0.001071
33123.34765625 9961.06347656 3343.86767578 0.099610 -0.995026 0.001071
34827.76171875 10118.51074219 2504.54785156 0.086670 -0.996168 0.011770
34038.87500000 10046.07519531 2239.83959961 0.086670 -0.996168 0.011770
36275.07812500 10245.84179688 2499.92626953 0.086670 -0.996168 0.011770
37256.39062500 10269.79980469 1333.55322266 0.083005 -0.994949 0.056443
36029.14453125 10186.14648438 1658.02709961 0.083005 -0.994949 0.056443
36338.58984375 10158.92578125 722.14685059 0.083005 -0.994949 0.056443
34366.49609375 10050.25097656 1698.74316406 0.083005 -0.994949 0.056443
37137.99218750 10262.20507813 1373.25976563 0.083005 -0.994949 0.056443
35502.29687500 10103.40429688 969.49133301 0.083005 -0.994949 0.056443
36591.83593750 10142.26074219 55.44995117 0.083005 -0.994949 0.056443
37529.91406250 10320.70410156 1831.50830078 0.083005 -0.994949 0.056443
43282.00781250 10690.90722656 -41.11416626 0.053040 -0.996943 0.057370
45077.38671875 10777.54785156 -212.56243896 0.053040 -0.996943 0.057370
43978.88671875 10753.16210938 382.39276123 0.053040 -0.996943 0.057370
43706.88671875 10735.46386719 330.10733032 0.053040 -0.996943 0.057370
46392.97656250 10959.45507813 1689.08251953 0.053040 -0.996943 0.057370
44923.81250000 10724.52539063 -978.75555420 0.053040 -0.996943 0.057370
42671.80468750 10661.69628906 21.21723175 0.053040 -0.996943 0.057370
45942.57031250 10890.90332031 930.62744141 0.053040 -0.996943 0.057370
45090.56640625 10821.95214844 535.45758057 0.053040 -0.996943 0.057370
45321.76562500 10873.24511719 1200.48608398 0.053040 -0.996943 0.057370
53719.72656250 1776.68115234 -5423.29492188 0.110357 -0.036786 0.993211
52109.45312500 2141.48608398 -5232.24462891 0.110357 -0.036786 0.993211
53491.18750000 2485.46142578 -5371.17480469 0.110357 -0.036786 0.993211
50986.99218750 447.34606934 -5173.22558594 0.110357 -0.036786 0.993211
54167.71093750 2823.56787109 -5432.73974609 0.110357 -0.036786 0.993211
54348.33203125 2504.39160156 -5464.75927734 0.110357 -0.036786 0.993211
53764.84375000 3701.00927734 -5355.02099609 0.110357 -0.036786 0.993211
52001.78125000 516.15563965 -5282.25585938 0.110357 -0.036786 0.993211
55411.37500000 615.40258789 -5653.61132813 0.110357 -0.036786 0.993211
54026.25390625 2979.73193359 -5411.23291016 0.110357 -0.036786 0.993211
54615.84765625 1878.38000488 -5518.01757813 0.110357 -0.036786 0.993211
50993.72265625 1026.97460938 -5151.90625000 0.110357 -0.036786 0.993211
52019.96093750 2227.48095703 -5219.12548828 0.110357 -0.036786 0.993211
54774.45312500 1446.14111328 -5551.91845703 0.110357 -0.036786 0.993211
55773.98046875 80.74389648 -5713.85400391 0.110357 -0.036786 0.993211
51769.89062500 169.01733398 -5269.95458984 0.110357 -0.036786 0.993211
34855.17968750 10116.90429688 4449.44140625 0.086124 -0.996270 -0.005316
37116.66796875 10309.95996094 5016.77197266 0.086124 -0.996270 -0.005316
34462.83203125 10089.24804688 3313.92407227 0.086124 -0.996270 -0.005316
34402.04687500 10079.78027344 4058.86279297 0.086124 -0.996270 -0.005316
34208.50781250 10068.05566406 3158.12500000 0.086124 -0.996270 -0.005316
36948.58593750 10303.00781250 3660.83496094 0.086124 -0.996270 -0.005316
35667.17578125 10189.59375000 4054.01635742 0.086124 -0.996270 -0.005316
34872.64062500 10112.89843750 5430.15380859 0.086124 -0.996270 -0.005316
36329.39062500 10244.50488281 4507.98681641 0.086124 -0.996270 -0.005316
35625.56640625 10180.52832031 5023.09960938 0.086124 -0.996270 -0.005316
37999.01953125 10392.22558594 4005.01220703 0.086124 -0.996270 -0.005316
34132.85156250 10061.38769531 3176.27978516 0.086124 -0.996270 -0.005316
33137.98828125 9960.69531250 5727.18652344 0.086124 -0.996270 -0.005316
39291.21093750 10503.75976563 4101.98242188 0.085942 -0.996286 -0.005305
36369.37890625 10255.26855469 3168.70825195 0.085942 -0.996286 -0.005305
38141.33203125 10410.65820313 2769.81079102 0.085942 -0.996286 -0.005305
38056.86328125 10398.84570313 3694.84960938 0.085942 -0.996286 -0.005305
34991.76953125 10137.13085938 2929.49438477 0.085942 -0.996286 -0.005305
39947.46093750 10549.48730469 3343.33862305 0.066098 -0.997768 0.009443
39919.67578125 10552.96386719 3877.84277344 0.066098 -0.997768 0.009443
39062.83593750 10483.75488281 2643.71582031 0.066098 -0.997768 0.009443
39771.97656250 10529.43847656 2500.45678711 0.066098 -0.997768 0.009443
41768.50000000 10667.92285156 2849.49658203 0.068328 -0.997596 0.011563
41316.10156250 10624.65136719 1702.47387695 0.068328 -0.997596 0.011563
42313.99609375 10689.04296875 1345.93518066 0.068328 -0.997596 0.011563
40719.94531250 10604.20117188 3590.29248047 0.068328 -0.997596 0.011563
41252.00781250 10629.38964844 2550.23168945 0.068328 -0.997596 0.011563
42091.06640625 10672.89062500 1261.32507324 0.068328 -0.997596 0.011563
43986.04296875 10818.55273438 2757.66113281 0.068328 -0.997596 0.011563
44471.37109375 10843.00000000 1945.70764160 0.068328 -0.997596 0.011563
42961.46875000 10742.36328125 2187.23803711 0.068328 -0.997596 0.011563
43178.53515625 10765.45312500 2953.82812500 0.068328 -0.997596 0.011563
44182.46093750 10817.47851563 1409.55957031 0.068328 -0.997596 0.011563
48989.78125000 9956.73242188 -3938.54248047 0.126800 -0.681738 0.720524
35010.62109375 10140.34179688 8250.11718750 0.092844 -0.995675 0.003202
35544.98046875 10191.61035156 8709.78027344 0.092844 -0.995675 0.003202
34898.34375000 10128.93945313 7986.42285156 0.092844 -0.995675 0.003202
33680.10156250 10014.32910156 7542.79687500 0.092844 -0.995675 0.003202
32918.15234375 9942.07421875 7113.04394531 0.092844 -0.995675 0.003202
35315.73437500 10169.44042969 8466.03222656 0.092844 -0.995675 0.003202
38500.89062500 10443.42089844 9433.17285156 0.083835 -0.996466 -0.005306
36657.51562500 10286.76367188 9776.71777344 0.083835 -0.996466 -0.005306
37377.68750000 10348.03027344 9631.25585938 0.083835 -0.996466 -0.005306
39393.08203125 10515.54589844 9916.62011719 0.083835 -0.996466 -0.005306
39340.34765625 10513.84179688 9438.24511719 0.083835 -0.996466 -0.005306
35805.44531250 10216.35449219 9583.45117188 0.083835 -0.996466 -0.005306
38170.35546875 10409.00390625 5645.55664063 0.090919 -0.995830 0.007487
38674.54296875 10447.00390625 4718.74267578 0.090919 -0.995830 0.007487
36233.80468750 10242.03613281 6749.27929688 0.090919 -0.995830 0.007487
32802.73437500 9928.39257813 6622.56689453 0.090919 -0.995830 0.007487
36862.32031250 10305.36816406 7459.66015625 0.090919 -0.995830 0.007487
36851.75781250 10300.20019531 6967.97705078 0.090919 -0.995830 0.007487
36559.53906250 10271.62402344 6739.43945313 0.090919 -0.995830 0.007487
